Report Number,Date Reported,Date of Occurance,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date and Time of Case Closed,Case Status,Crime Occurred,Age Group
16593,25 November 2021,22 November 2021,21:24:00,Pune,325,Firearm Offense,23,F,Knife,Fire Accident,15,Yes,19-02-2022 07:00,Closed,Evening,Adult
16594,25 November 2021,22 November 2021,21:01:00,Ahmedabad,141,Identity Theft,57,M,Poison,Violent Crime,19,No,,Open,Evening,Senior Citizen
16595,22 November 2021,22 November 2021,09:00:00,Surat,200,Cybercrime,59,X,Other,Other Crime,11,Yes,14-12-2021 21:00,Closed,Morning,Senior Citizen
16596,24 November 2021,22 November 2021,03:34:00,Chennai,418,Drug Offense,37,M,Poison,Other Crime,13,No,,Open,Night,Adult
16597,23 November 2021,22 November 2021,07:02:00,Nagpur,357,Robbery,25,X,Explosives,Violent Crime,13,Yes,29-12-2021 07:00,Closed,Morning,Adult
16598,24 November 2021,22 November 2021,11:25:00,Lucknow,273,Identity Theft,59,F,Blunt Object,Violent Crime,3,No,,Open,Morning,Senior Citizen
16599,24 November 2021,22 November 2021,14:25:00,Pune,227,Cybercrime,64,X,Other,Other Crime,13,Yes,15-01-2022 03:00,Closed,Afternoon,Senior Citizen
16600,24 November 2021,22 November 2021,19:36:00,Delhi,248,Arson,21,F,Knife,Fire Accident,8,No,,Open,Evening,Adult
16601,25 November 2021,22 November 2021,06:02:00,Ahmedabad,132,Vandalism,49,F,Firearm,Other Crime,15,Yes,27-01-2022 05:00,Closed,Morning,Adult
16602,24 November 2021,22 November 2021,18:18:00,Chennai,398,Kidnapping,20,M,None,Other Crime,6,Yes,10-02-2022 19:00,Closed,Evening,Adult
16603,23 November 2021,22 November 2021,04:45:00,Ahmedabad,414,Identity Theft,56,M,None,Violent Crime,6,Yes,17-01-2022 16:00,Closed,Night,Senior Citizen
16604,25 November 2021,22 November 2021,13:36:00,Bhopal,480,Arson,57,F,None,Fire Accident,6,No,,Open,Afternoon,Senior Citizen
16605,25 November 2021,22 November 2021,20:37:00,Mumbai,389,Shoplifting,45,F,Knife,Other Crime,14,Yes,14-02-2022 12:00,Closed,Evening,Adult
16606,23 November 2021,22 November 2021,02:43:00,Delhi,208,Arson,21,X,Explosives,Fire Accident,17,Yes,07-02-2022 12:00,Closed,Night,Adult
16607,23 November 2021,22 November 2021,18:08:00,Agra,167,Sexual Assault,29,M,Poison,Violent Crime,10,Yes,18-03-2023 15:00,Closed,Evening,Adult
16608,25 November 2021,22 November 2021,22:30:00,Mumbai,374,Domestic Violence,27,F,Explosives,Violent Crime,18,Yes,12-01-2022 03:00,Closed,Evening,Adult
16609,25 November 2021,23 November 2021,02:00:00,Thane,524,Sexual Assault,78,F,Firearm,Violent Crime,7,Yes,13-11-2023 16:00,Closed,Night,Senior Citizen
16610,23 November 2021,23 November 2021,07:28:00,Visakhapatnam,492,Burglary,45,M,Poison,Other Crime,6,No,,Open,Morning,Adult
16611,24 November 2021,23 November 2021,14:04:00,Hyderabad,169,Identity Theft,14,X,None,Violent Crime,3,Yes,10-02-2022 10:00,Closed,Afternoon,Teenager
16612,24 November 2021,23 November 2021,12:22:00,Kolkata,531,Cybercrime,72,M,Poison,Other Crime,8,Yes,25-12-2021 04:00,Closed,Afternoon,Senior Citizen
16613,25 November 2021,23 November 2021,11:30:00,Bangalore,447,Drug Offense,15,F,Knife,Other Crime,15,No,,Open,Morning,Teenager
16614,23 November 2021,23 November 2021,09:10:00,Mumbai,275,Drug Offense,39,X,Knife,Other Crime,19,No,,Open,Morning,Adult
16615,25 November 2021,23 November 2021,02:14:00,Ahmedabad,505,Robbery,29,X,Blunt Object,Violent Crime,13,Yes,16-01-2022 11:00,Closed,Night,Adult
16616,23 November 2021,23 November 2021,03:24:00,Delhi,350,Assault,27,F,Firearm,Violent Crime,17,Yes,04-01-2022 17:00,Closed,Night,Adult
16617,23 November 2021,23 November 2021,05:31:00,Chennai,108,Arson,73,X,Explosives,Fire Accident,2,Yes,03-02-2022 19:00,Closed,Night,Senior Citizen
16618,24 November 2021,23 November 2021,19:21:00,Chennai,310,Kidnapping,73,X,Explosives,Other Crime,13,No,,Open,Evening,Senior Citizen
16619,24 November 2021,23 November 2021,11:23:00,Pune,349,Vehicle - Stolen,48,X,Firearm,Violent Crime,1,No,,Open,Morning,Adult
16620,26 November 2021,23 November 2021,22:13:00,Chennai,592,Arson,75,X,Firearm,Fire Accident,6,Yes,21-12-2021 00:00,Closed,Evening,Senior Citizen
16621,26 November 2021,23 November 2021,21:45:00,Chennai,263,Vehicle - Stolen,15,M,Firearm,Violent Crime,10,Yes,25-01-2022 02:00,Closed,Evening,Teenager
16622,25 November 2021,23 November 2021,19:30:00,Hyderabad,141,Homicide,32,X,Firearm,Other Crime,19,Yes,12-10-2022 05:00,Closed,Evening,Adult
16623,24 November 2021,23 November 2021,06:46:00,Delhi,397,Cybercrime,10,M,Other,Other Crime,3,No,,Open,Morning,Child
16624,24 November 2021,23 November 2021,09:24:00,Ludhiana,582,Identity Theft,50,X,Explosives,Violent Crime,10,Yes,09-12-2021 17:00,Closed,Morning,Adult
16625,23 November 2021,23 November 2021,09:50:00,Kolkata,599,Firearm Offense,65,X,Blunt Object,Fire Accident,8,Yes,12-12-2021 22:00,Closed,Morning,Senior Citizen
16626,24 November 2021,23 November 2021,14:13:00,Delhi,135,Cybercrime,36,F,Poison,Other Crime,6,Yes,16-01-2022 17:00,Closed,Afternoon,Adult
16627,24 November 2021,23 November 2021,16:22:00,Delhi,509,Vehicle - Stolen,62,F,Blunt Object,Violent Crime,7,No,,Open,Evening,Senior Citizen
16628,25 November 2021,23 November 2021,17:06:00,Chennai,467,Drug Offense,33,X,Explosives,Other Crime,3,Yes,02-01-2022 02:00,Closed,Evening,Adult
16629,25 November 2021,23 November 2021,05:31:00,Vasai,456,Public Intoxication,16,X,Blunt Object,Other Crime,13,Yes,07-12-2021 23:00,Closed,Night,Teenager
16630,26 November 2021,23 November 2021,16:53:00,Lucknow,363,Drug Offense,76,X,Poison,Other Crime,11,Yes,01-01-2022 17:00,Closed,Evening,Senior Citizen
16631,24 November 2021,23 November 2021,05:22:00,Delhi,381,Vandalism,30,F,Explosives,Other Crime,18,No,,Open,Night,Adult
16632,24 November 2021,23 November 2021,13:00:00,Kolkata,552,Firearm Offense,44,F,Firearm,Fire Accident,7,Yes,21-12-2021 02:00,Closed,Afternoon,Adult
16633,25 November 2021,24 November 2021,01:42:00,Delhi,144,Homicide,52,F,Blunt Object,Other Crime,10,No,,Open,Night,Senior Citizen
16634,26 November 2021,24 November 2021,08:22:00,Kolkata,248,Drug Offense,38,F,Knife,Other Crime,19,Yes,19-12-2021 06:00,Closed,Morning,Adult
16635,25 November 2021,24 November 2021,07:23:00,Bangalore,506,Robbery,65,X,Other,Violent Crime,12,No,,Open,Morning,Senior Citizen
16636,25 November 2021,24 November 2021,09:39:00,Delhi,372,Fraud,65,F,Firearm,Other Crime,9,Yes,31-12-2021 10:00,Closed,Morning,Senior Citizen
16637,25 November 2021,24 November 2021,14:54:00,Delhi,407,Public Intoxication,30,F,Other,Other Crime,7,No,,Open,Afternoon,Adult
16638,27 November 2021,24 November 2021,01:34:00,Jaipur,183,Assault,46,F,None,Violent Crime,16,Yes,17-02-2022 00:00,Closed,Night,Adult
16639,24 November 2021,24 November 2021,07:52:00,Mumbai,405,Illegal Possession,40,F,None,Other Crime,7,No,,Open,Morning,Adult
16640,24 November 2021,24 November 2021,17:16:00,Bangalore,145,Vehicle - Stolen,25,X,Other,Violent Crime,17,No,,Open,Evening,Adult
16641,25 November 2021,24 November 2021,19:56:00,Bangalore,455,Cybercrime,12,M,Knife,Other Crime,18,No,,Open,Evening,Child
16642,26 November 2021,24 November 2021,16:17:00,Mumbai,321,Vandalism,12,F,Blunt Object,Other Crime,3,No,,Open,Evening,Child
16643,27 November 2021,24 November 2021,13:09:00,Delhi,211,Vandalism,52,X,Explosives,Other Crime,12,Yes,27-12-2021 02:00,Closed,Afternoon,Senior Citizen
16644,26 November 2021,24 November 2021,16:37:00,Pune,230,Identity Theft,34,F,Explosives,Violent Crime,15,Yes,31-12-2021 22:00,Closed,Evening,Adult
16645,25 November 2021,24 November 2021,11:43:00,Thane,538,Counterfeiting,60,M,Firearm,Other Crime,17,No,,Open,Morning,Senior Citizen
16646,27 November 2021,24 November 2021,04:30:00,Mumbai,512,Counterfeiting,52,X,Explosives,Other Crime,19,Yes,19-02-2022 08:00,Closed,Night,Senior Citizen
16647,25 November 2021,24 November 2021,13:17:00,Chennai,536,Kidnapping,60,X,None,Other Crime,2,Yes,12-01-2022 02:00,Closed,Afternoon,Senior Citizen
16648,26 November 2021,24 November 2021,07:14:00,Pune,452,Sexual Assault,33,M,Explosives,Violent Crime,3,No,,Open,Morning,Adult
16649,24 November 2021,24 November 2021,07:03:00,Thane,178,Assault,37,X,Knife,Violent Crime,4,Yes,09-01-2022 23:00,Closed,Morning,Adult
16650,25 November 2021,24 November 2021,15:35:00,Nagpur,564,Domestic Violence,18,F,Poison,Violent Crime,12,No,,Open,Afternoon,Teenager
16651,27 November 2021,24 November 2021,00:07:00,Delhi,354,Assault,10,M,Firearm,Violent Crime,9,No,,Open,Night,Child
16652,26 November 2021,24 November 2021,05:44:00,Kolkata,316,Arson,65,F,Explosives,Fire Accident,12,Yes,10-01-2022 10:00,Closed,Night,Senior Citizen
16653,25 November 2021,24 November 2021,02:02:00,Ahmedabad,312,Counterfeiting,41,F,Knife,Other Crime,9,No,,Open,Night,Adult
16654,26 November 2021,24 November 2021,09:09:00,Bangalore,491,Drug Offense,64,X,Blunt Object,Other Crime,13,No,,Open,Morning,Senior Citizen
16655,27 November 2021,24 November 2021,01:21:00,Pune,391,Public Intoxication,24,M,Knife,Other Crime,9,No,,Open,Night,Adult
16656,27 November 2021,24 November 2021,04:54:00,Srinagar,547,Extortion,55,F,None,Other Crime,17,No,,Open,Night,Senior Citizen
16657,26 November 2021,25 November 2021,12:30:00,Delhi,585,Drug Offense,70,X,Poison,Other Crime,5,Yes,27-12-2021 23:00,Closed,Afternoon,Senior Citizen
16658,26 November 2021,25 November 2021,07:38:00,Delhi,121,Counterfeiting,37,F,Other,Other Crime,17,No,,Open,Morning,Adult
16659,27 November 2021,25 November 2021,21:41:00,Kolkata,589,Burglary,20,X,Poison,Other Crime,1,Yes,05-03-2022 23:00,Closed,Evening,Adult
16660,27 November 2021,25 November 2021,10:53:00,Mumbai,592,Burglary,51,X,Blunt Object,Other Crime,6,No,,Open,Morning,Senior Citizen
16661,26 November 2021,25 November 2021,08:30:00,Chennai,388,Vehicle - Stolen,77,F,None,Violent Crime,13,Yes,10-01-2022 08:00,Closed,Morning,Senior Citizen
16662,27 November 2021,25 November 2021,08:07:00,Thane,528,Kidnapping,35,F,Poison,Other Crime,4,Yes,13-02-2022 14:00,Closed,Morning,Adult
16663,25 November 2021,25 November 2021,00:05:00,Patna,100,Domestic Violence,61,X,Knife,Violent Crime,6,No,,Open,Night,Senior Citizen
16664,25 November 2021,25 November 2021,10:57:00,Kolkata,492,Counterfeiting,79,M,Knife,Other Crime,7,No,,Open,Morning,Senior Citizen
16665,27 November 2021,25 November 2021,09:00:00,Bangalore,534,Burglary,37,X,None,Other Crime,14,No,,Open,Morning,Adult
16666,26 November 2021,25 November 2021,07:35:00,Ahmedabad,118,Robbery,74,F,Knife,Violent Crime,8,Yes,18-02-2022 12:00,Closed,Morning,Senior Citizen
16667,25 November 2021,25 November 2021,16:22:00,Delhi,563,Firearm Offense,14,F,Knife,Fire Accident,13,Yes,18-12-2021 11:00,Closed,Evening,Teenager
16668,26 November 2021,25 November 2021,03:38:00,Pune,253,Burglary,49,X,Blunt Object,Other Crime,15,No,,Open,Night,Adult
16669,28 November 2021,25 November 2021,07:33:00,Chennai,285,Cybercrime,77,M,Poison,Other Crime,15,No,,Open,Morning,Senior Citizen
16670,25 November 2021,25 November 2021,06:33:00,Thane,556,Cybercrime,29,F,Poison,Other Crime,2,Yes,03-01-2022 23:00,Closed,Morning,Adult
16671,26 November 2021,25 November 2021,01:03:00,Delhi,534,Robbery,21,F,Poison,Violent Crime,7,No,,Open,Night,Adult
16672,26 November 2021,25 November 2021,04:51:00,Thane,331,Arson,17,F,Other,Fire Accident,13,Yes,21-02-2022 01:00,Closed,Night,Teenager
16673,28 November 2021,25 November 2021,00:22:00,Patna,117,Shoplifting,11,F,Firearm,Other Crime,7,No,,Open,Night,Child
16674,28 November 2021,25 November 2021,10:39:00,Bangalore,309,Kidnapping,69,M,Blunt Object,Other Crime,10,No,,Open,Morning,Senior Citizen
16675,26 November 2021,25 November 2021,09:13:00,Delhi,320,Vandalism,70,F,Explosives,Other Crime,16,Yes,19-02-2022 15:00,Closed,Morning,Senior Citizen
16676,27 November 2021,25 November 2021,22:23:00,Delhi,294,Public Intoxication,41,M,Firearm,Other Crime,8,No,,Open,Evening,Adult
16677,28 November 2021,25 November 2021,05:04:00,Agra,417,Arson,19,X,None,Fire Accident,12,Yes,18-01-2022 10:00,Closed,Night,Teenager
16678,28 November 2021,25 November 2021,23:19:00,Delhi,353,Firearm Offense,79,X,Knife,Fire Accident,9,No,,Open,Evening,Senior Citizen
16679,27 November 2021,25 November 2021,01:33:00,Delhi,339,Sexual Assault,29,F,Knife,Violent Crime,16,Yes,25-12-2022 14:00,Closed,Night,Adult
16680,26 November 2021,25 November 2021,18:09:00,Bangalore,458,Burglary,39,X,Blunt Object,Other Crime,11,No,,Open,Evening,Adult
16681,26 November 2021,26 November 2021,11:36:00,Kanpur,227,Extortion,65,M,Other,Other Crime,5,Yes,27-01-2022 19:00,Closed,Morning,Senior Citizen
16682,27 November 2021,26 November 2021,22:04:00,Surat,458,Kidnapping,64,M,Other,Other Crime,6,Yes,16-12-2021 19:00,Closed,Evening,Senior Citizen
16683,27 November 2021,26 November 2021,14:01:00,Bangalore,509,Assault,51,X,None,Violent Crime,13,Yes,28-12-2021 00:00,Closed,Afternoon,Senior Citizen
16684,28 November 2021,26 November 2021,22:35:00,Bangalore,413,Drug Offense,45,F,Firearm,Other Crime,18,Yes,23-12-2021 00:00,Closed,Evening,Adult
16685,28 November 2021,26 November 2021,02:55:00,Bangalore,337,Public Intoxication,58,F,Explosives,Other Crime,11,No,,Open,Night,Senior Citizen
16686,26 November 2021,26 November 2021,05:25:00,Bangalore,599,Identity Theft,55,X,None,Violent Crime,12,Yes,11-01-2022 20:00,Closed,Night,Senior Citizen
16687,27 November 2021,26 November 2021,15:25:00,Lucknow,168,Kidnapping,54,M,Explosives,Other Crime,3,Yes,05-01-2022 05:00,Closed,Afternoon,Senior Citizen
16688,26 November 2021,26 November 2021,05:32:00,Kanpur,447,Drug Offense,14,F,Explosives,Other Crime,2,No,,Open,Night,Teenager
16689,28 November 2021,26 November 2021,01:34:00,Delhi,172,Assault,56,X,Other,Violent Crime,17,No,,Open,Night,Senior Citizen
16690,29 November 2021,26 November 2021,10:41:00,Delhi,404,Homicide,20,M,Poison,Other Crime,4,Yes,13-09-2023 03:00,Closed,Morning,Adult
16691,27 November 2021,26 November 2021,10:11:00,Ludhiana,297,Firearm Offense,36,X,Firearm,Fire Accident,8,No,,Open,Morning,Adult
16692,26 November 2021,26 November 2021,22:28:00,Ahmedabad,503,Public Intoxication,47,M,Explosives,Other Crime,16,No,,Open,Evening,Adult
16693,29 November 2021,26 November 2021,00:41:00,Faridabad,250,Illegal Possession,39,F,Knife,Other Crime,10,No,,Open,Night,Adult
16694,27 November 2021,26 November 2021,10:02:00,Ghaziabad,384,Traffic Violation,44,M,Firearm,Traffic Fatality,7,Yes,03-12-2021 04:00,Closed,Morning,Adult
16695,28 November 2021,26 November 2021,11:16:00,Bhopal,322,Vandalism,36,M,Explosives,Other Crime,6,Yes,21-12-2021 00:00,Closed,Morning,Adult
16696,27 November 2021,26 November 2021,10:02:00,Pune,419,Drug Offense,30,X,Firearm,Other Crime,11,No,,Open,Morning,Adult
16697,29 November 2021,26 November 2021,22:13:00,Nagpur,252,Assault,18,M,Poison,Violent Crime,14,No,,Open,Evening,Teenager
16698,27 November 2021,26 November 2021,09:09:00,Kolkata,197,Burglary,36,F,Explosives,Other Crime,9,Yes,12-01-2022 23:00,Closed,Morning,Adult
16699,28 November 2021,26 November 2021,14:43:00,Bangalore,265,Sexual Assault,53,M,Poison,Violent Crime,19,Yes,04-12-2022 20:00,Closed,Afternoon,Senior Citizen
16700,26 November 2021,26 November 2021,10:43:00,Delhi,194,Kidnapping,34,X,Blunt Object,Other Crime,4,No,,Open,Morning,Adult
16701,28 November 2021,26 November 2021,17:07:00,Kolkata,209,Shoplifting,39,M,Poison,Other Crime,15,Yes,06-02-2022 23:00,Closed,Evening,Adult
16702,27 November 2021,26 November 2021,09:54:00,Bangalore,572,Illegal Possession,52,F,Poison,Other Crime,5,No,,Open,Morning,Senior Citizen
16703,28 November 2021,26 November 2021,14:28:00,Delhi,325,Homicide,22,F,None,Other Crime,19,Yes,15-09-2022 17:00,Closed,Afternoon,Adult
16704,27 November 2021,26 November 2021,07:55:00,Jaipur,435,Counterfeiting,24,M,None,Other Crime,6,Yes,25-12-2021 14:00,Closed,Morning,Adult
16705,29 November 2021,27 November 2021,09:00:00,Vasai,151,Extortion,42,F,Explosives,Other Crime,5,No,,Open,Morning,Adult
16706,29 November 2021,27 November 2021,06:28:00,Mumbai,288,Vandalism,79,F,None,Other Crime,5,Yes,17-12-2021 12:00,Closed,Morning,Senior Citizen
16707,28 November 2021,27 November 2021,21:31:00,Jaipur,322,Homicide,37,M,Poison,Other Crime,17,Yes,19-10-2023 20:00,Closed,Evening,Adult
16708,29 November 2021,27 November 2021,06:59:00,Lucknow,210,Domestic Violence,63,F,Explosives,Violent Crime,16,No,,Open,Morning,Senior Citizen
16709,29 November 2021,27 November 2021,11:44:00,Lucknow,182,Illegal Possession,50,F,Explosives,Other Crime,10,No,,Open,Morning,Adult
16710,30 November 2021,27 November 2021,09:35:00,Srinagar,293,Arson,43,X,None,Fire Accident,2,Yes,09-01-2022 01:00,Closed,Morning,Adult
16711,29 November 2021,27 November 2021,21:18:00,Delhi,440,Sexual Assault,57,X,Blunt Object,Violent Crime,7,Yes,09-04-2023 14:00,Closed,Evening,Senior Citizen
16712,29 November 2021,27 November 2021,20:30:00,Mumbai,112,Vehicle - Stolen,66,X,None,Violent Crime,10,Yes,03-01-2022 10:00,Closed,Evening,Senior Citizen
16713,28 November 2021,27 November 2021,18:41:00,Ghaziabad,535,Shoplifting,63,F,Other,Other Crime,11,No,,Open,Evening,Senior Citizen
16714,29 November 2021,27 November 2021,09:19:00,Kanpur,591,Traffic Violation,30,F,Explosives,Traffic Fatality,17,No,,Open,Morning,Adult
16715,29 November 2021,27 November 2021,19:54:00,Vasai,282,Extortion,73,X,Knife,Other Crime,3,No,,Open,Evening,Senior Citizen
16716,30 November 2021,27 November 2021,06:53:00,Agra,471,Firearm Offense,61,X,Other,Fire Accident,18,No,,Open,Morning,Senior Citizen
16717,30 November 2021,27 November 2021,09:55:00,Bangalore,502,Illegal Possession,67,X,Other,Other Crime,8,No,,Open,Morning,Senior Citizen
16718,27 November 2021,27 November 2021,03:11:00,Mumbai,141,Vandalism,77,M,Firearm,Other Crime,15,Yes,06-02-2022 22:00,Closed,Night,Senior Citizen
16719,28 November 2021,27 November 2021,03:09:00,Srinagar,513,Sexual Assault,60,F,Explosives,Violent Crime,15,No,,Open,Night,Senior Citizen
16720,29 November 2021,27 November 2021,21:36:00,Nagpur,176,Drug Offense,53,M,None,Other Crime,2,Yes,04-01-2022 02:00,Closed,Evening,Senior Citizen
16721,28 November 2021,27 November 2021,13:55:00,Hyderabad,411,Kidnapping,60,X,Other,Other Crime,11,No,,Open,Afternoon,Senior Citizen
16722,30 November 2021,27 November 2021,14:28:00,Kolkata,456,Firearm Offense,78,X,Explosives,Fire Accident,1,No,,Open,Afternoon,Senior Citizen
16723,29 November 2021,27 November 2021,13:22:00,Mumbai,381,Firearm Offense,68,F,Blunt Object,Fire Accident,17,Yes,20-01-2022 11:00,Closed,Afternoon,Senior Citizen
16724,28 November 2021,27 November 2021,01:53:00,Mumbai,182,Shoplifting,54,M,Firearm,Other Crime,4,Yes,10-02-2022 15:00,Closed,Night,Senior Citizen
16725,29 November 2021,27 November 2021,19:39:00,Bhopal,167,Shoplifting,72,X,Knife,Other Crime,17,Yes,31-01-2022 12:00,Closed,Evening,Senior Citizen
16726,30 November 2021,27 November 2021,13:01:00,Faridabad,281,Public Intoxication,11,M,Poison,Other Crime,4,No,,Open,Afternoon,Child
16727,30 November 2021,27 November 2021,22:31:00,Hyderabad,264,Cybercrime,36,M,Other,Other Crime,1,Yes,24-02-2022 14:00,Closed,Evening,Adult
16728,28 November 2021,27 November 2021,05:01:00,Jaipur,156,Traffic Violation,59,M,Explosives,Traffic Fatality,17,No,,Open,Night,Senior Citizen
16729,30 November 2021,28 November 2021,05:54:00,Mumbai,538,Drug Offense,79,F,None,Other Crime,14,No,,Open,Night,Senior Citizen
16730,30 November 2021,28 November 2021,11:03:00,Nagpur,339,Shoplifting,14,F,Knife,Other Crime,16,No,,Open,Morning,Teenager
16731,29 November 2021,28 November 2021,14:38:00,Delhi,210,Drug Offense,25,X,Knife,Other Crime,4,No,,Open,Afternoon,Adult
16732,29 November 2021,28 November 2021,11:01:00,Lucknow,373,Shoplifting,57,X,Firearm,Other Crime,17,No,,Open,Morning,Senior Citizen
16733,30 November 2021,28 November 2021,22:54:00,Lucknow,342,Firearm Offense,74,F,Other,Fire Accident,18,No,,Open,Evening,Senior Citizen
16734,28 November 2021,28 November 2021,08:34:00,Ahmedabad,224,Counterfeiting,77,F,Knife,Other Crime,12,Yes,01-01-2022 17:00,Closed,Morning,Senior Citizen
